,city,date,review_count
550,Groningen,2023-07-03,105
551,Rotterdam,2023-07-03,264
552,Amsterdam,2023-07-04,316
553,Groningen,2023-07-04,83
554,Rotterdam,2023-07-04,235
555,Amsterdam,2023-07-05,322
556,Groningen,2023-07-05,101
557,Rotterdam,2023-07-05,247
558,Amsterdam,2023-07-06,333
559,Groningen,2023-07-06,97
560,Rotterdam,2023-07-06,209
561,Amsterdam,2023-07-07,338
562,Groningen,2023-07-07,104
563,Rotterdam,2023-07-07,259
564,Amsterdam,2023-07-08,376
565,Groningen,2023-07-08,123
566,Rotterdam,2023-07-08,304
567,Amsterdam,2023-07-09,418
568,Groningen,2023-07-09,149
569,Rotterdam,2023-07-09,346
570,Amsterdam,2023-07-10,335
571,Groningen,2023-07-10,87
572,Rotterdam,2023-07-10,266
573,Amsterdam,2023-07-11,285
574,Groningen,2023-07-11,70
575,Rotterdam,2023-07-11,223
576,Amsterdam,2023-07-12,317
577,Groningen,2023-07-12,68
578,Rotterdam,2023-07-12,217
579,Amsterdam,2023-07-13,282
580,Groningen,2023-07-13,80
581,Rotterdam,2023-07-13,212
582,Amsterdam,2023-07-14,329
583,Groningen,2023-07-14,99
584,Rotterdam,2023-07-14,244
585,Amsterdam,2023-07-15,336
586,Groningen,2023-07-15,115
587,Rotterdam,2023-07-15,274
588,Amsterdam,2023-07-16,384
589,Groningen,2023-07-16,112
590,Rotterdam,2023-07-16,283
591,Amsterdam,2023-07-17,331
592,Groningen,2023-07-17,86
593,Rotterdam,2023-07-17,214
594,Amsterdam,2023-07-18,308
595,Groningen,2023-07-18,85
596,Rotterdam,2023-07-18,185
597,Amsterdam,2023-07-19,329
598,Groningen,2023-07-19,87
599,Rotterdam,2023-07-19,215
600,Amsterdam,2023-07-20,354
601,Groningen,2023-07-20,95
602,Rotterdam,2023-07-20,226
603,Amsterdam,2023-07-21,357
604,Groningen,2023-07-21,128
605,Rotterdam,2023-07-21,274
606,Amsterdam,2023-07-22,379
607,Groningen,2023-07-22,100
608,Rotterdam,2023-07-22,330
609,Amsterdam,2023-07-23,393
610,Groningen,2023-07-23,139
611,Rotterdam,2023-07-23,335
612,Amsterdam,2023-07-24,351
613,Groningen,2023-07-24,97
614,Rotterdam,2023-07-24,289
615,Amsterdam,2023-07-25,296
616,Groningen,2023-07-25,69
617,Rotterdam,2023-07-25,258
618,Amsterdam,2023-07-26,293
619,Groningen,2023-07-26,89
620,Rotterdam,2023-07-26,227
621,Amsterdam,2023-07-27,351
622,Groningen,2023-07-27,89
623,Rotterdam,2023-07-27,293
624,Amsterdam,2023-07-28,355
625,Groningen,2023-07-28,125
626,Rotterdam,2023-07-28,289
627,Amsterdam,2023-07-29,360
628,Groningen,2023-07-29,105
629,Rotterdam,2023-07-29,298
630,Amsterdam,2023-07-30,348
631,Groningen,2023-07-30,124
632,Rotterdam,2023-07-30,358
633,Amsterdam,2023-07-31,362
634,Groningen,2023-07-31,80
635,Rotterdam,2023-07-31,279
636,Amsterdam,2023-08-01,325
637,Groningen,2023-08-01,85
638,Rotterdam,2023-08-01,235
639,Amsterdam,2023-08-02,344
640,Groningen,2023-08-02,66
641,Rotterdam,2023-08-02,209
642,Amsterdam,2023-08-03,347
643,Groningen,2023-08-03,93
644,Rotterdam,2023-08-03,222
645,Amsterdam,2023-08-04,313
646,Groningen,2023-08-04,108
647,Rotterdam,2023-08-04,267
648,Amsterdam,2023-08-05,335
649,Groningen,2023-08-05,125
650,Rotterdam,2023-08-05,300
651,Amsterdam,2023-08-06,446
652,Groningen,2023-08-06,123
653,Rotterdam,2023-08-06,324
654,Amsterdam,2023-08-07,339
655,Groningen,2023-08-07,86
656,Rotterdam,2023-08-07,234
657,Amsterdam,2023-08-08,294
658,Groningen,2023-08-08,66
659,Rotterdam,2023-08-08,213
660,Amsterdam,2023-08-09,295
661,Groningen,2023-08-09,76
662,Rotterdam,2023-08-09,213
663,Amsterdam,2023-08-10,278
664,Groningen,2023-08-10,83
665,Rotterdam,2023-08-10,188
666,Amsterdam,2023-08-11,325
667,Groningen,2023-08-11,101
668,Rotterdam,2023-08-11,251
669,Amsterdam,2023-08-12,275
670,Groningen,2023-08-12,100
671,Rotterdam,2023-08-12,233
672,Amsterdam,2023-08-13,309
673,Groningen,2023-08-13,109
674,Rotterdam,2023-08-13,289
675,Amsterdam,2023-08-14,310
676,Groningen,2023-08-14,84
677,Rotterdam,2023-08-14,198
678,Amsterdam,2023-08-15,255
679,Groningen,2023-08-15,62
680,Rotterdam,2023-08-15,202
681,Amsterdam,2023-08-16,267
682,Groningen,2023-08-16,65
683,Rotterdam,2023-08-16,204
684,Amsterdam,2023-08-17,259
685,Groningen,2023-08-17,84
686,Rotterdam,2023-08-17,218
687,Amsterdam,2023-08-18,297
688,Groningen,2023-08-18,79
689,Rotterdam,2023-08-18,273
690,Amsterdam,2023-08-19,277
691,Groningen,2023-08-19,114
692,Rotterdam,2023-08-19,234
693,Amsterdam,2023-08-20,285
694,Groningen,2023-08-20,85
695,Rotterdam,2023-08-20,263
696,Amsterdam,2023-08-21,313
697,Groningen,2023-08-21,71
698,Rotterdam,2023-08-21,215
699,Amsterdam,2023-08-22,247
700,Groningen,2023-08-22,74
701,Rotterdam,2023-08-22,219
702,Amsterdam,2023-08-23,255
703,Groningen,2023-08-23,96
704,Rotterdam,2023-08-23,181
705,Amsterdam,2023-08-24,278
706,Groningen,2023-08-24,92
707,Rotterdam,2023-08-24,215
708,Amsterdam,2023-08-25,329
709,Groningen,2023-08-25,106
710,Rotterdam,2023-08-25,260
711,Amsterdam,2023-08-26,335
712,Groningen,2023-08-26,86
713,Rotterdam,2023-08-26,270
714,Amsterdam,2023-08-27,360
715,Groningen,2023-08-27,113
716,Rotterdam,2023-08-27,305
717,Amsterdam,2023-08-28,272
718,Groningen,2023-08-28,93
719,Rotterdam,2023-08-28,237
720,Amsterdam,2023-08-29,265
721,Groningen,2023-08-29,81
722,Rotterdam,2023-08-29,185
723,Amsterdam,2023-08-30,264
724,Groningen,2023-08-30,91
725,Rotterdam,2023-08-30,210
726,Amsterdam,2023-08-31,294
727,Groningen,2023-08-31,106
728,Rotterdam,2023-08-31,194
729,Amsterdam,2023-09-01,367
730,Groningen,2023-09-01,106
731,Rotterdam,2023-09-01,253
732,Amsterdam,2023-09-02,316
733,Groningen,2023-09-02,96
734,Rotterdam,2023-09-02,289
735,Amsterdam,2023-09-03,335
736,Groningen,2023-09-03,107
737,Rotterdam,2023-09-03,249
738,Amsterdam,2023-09-04,256
739,Groningen,2023-09-04,67
740,Rotterdam,2023-09-04,185
741,Amsterdam,2023-09-05,251
742,Groningen,2023-09-05,67
743,Rotterdam,2023-09-05,146
744,Amsterdam,2023-09-06,237
745,Groningen,2023-09-06,65
746,Rotterdam,2023-09-06,196
747,Amsterdam,2023-09-07,239
748,Groningen,2023-09-07,68
749,Rotterdam,2023-09-07,193
750,Amsterdam,2023-09-08,278
751,Groningen,2023-09-08,109
752,Rotterdam,2023-09-08,240
753,Amsterdam,2023-09-09,270
754,Groningen,2023-09-09,105
755,Rotterdam,2023-09-09,257
756,Amsterdam,2023-09-10,335
757,Groningen,2023-09-10,88
758,Rotterdam,2023-09-10,285
759,Amsterdam,2023-09-11,251
760,Groningen,2023-09-11,61
761,Rotterdam,2023-09-11,209
762,Amsterdam,2023-09-12,218
763,Groningen,2023-09-12,58
764,Rotterdam,2023-09-12,145
765,Amsterdam,2023-09-13,237
766,Groningen,2023-09-13,62
767,Rotterdam,2023-09-13,165
768,Amsterdam,2023-09-14,246
769,Groningen,2023-09-14,67
770,Rotterdam,2023-09-14,179
771,Amsterdam,2023-09-15,304
772,Groningen,2023-09-15,86
773,Rotterdam,2023-09-15,218
774,Amsterdam,2023-09-16,273
775,Groningen,2023-09-16,89
776,Rotterdam,2023-09-16,237
777,Amsterdam,2023-09-17,313
778,Groningen,2023-09-17,118
779,Rotterdam,2023-09-17,261
780,Amsterdam,2023-09-18,276
781,Groningen,2023-09-18,72
782,Rotterdam,2023-09-18,191
783,Amsterdam,2023-09-19,254
784,Groningen,2023-09-19,81
785,Rotterdam,2023-09-19,168
786,Amsterdam,2023-09-20,270
787,Groningen,2023-09-20,80
788,Rotterdam,2023-09-20,189
789,Amsterdam,2023-09-21,317
790,Groningen,2023-09-21,94
791,Rotterdam,2023-09-21,231
792,Amsterdam,2023-09-22,352
793,Groningen,2023-09-22,116
794,Rotterdam,2023-09-22,295
795,Amsterdam,2023-09-23,362
796,Groningen,2023-09-23,102
797,Rotterdam,2023-09-23,324
798,Amsterdam,2023-09-24,367
799,Groningen,2023-09-24,124
800,Rotterdam,2023-09-24,283
801,Amsterdam,2023-09-25,305
802,Groningen,2023-09-25,94
803,Rotterdam,2023-09-25,212
804,Amsterdam,2023-09-26,245
805,Groningen,2023-09-26,72
806,Rotterdam,2023-09-26,221
807,Amsterdam,2023-09-27,280
808,Groningen,2023-09-27,88
809,Rotterdam,2023-09-27,229
810,Amsterdam,2023-09-28,264
811,Groningen,2023-09-28,77
812,Rotterdam,2023-09-28,203
813,Amsterdam,2023-09-29,304
814,Groningen,2023-09-29,103
815,Rotterdam,2023-09-29,256
816,Amsterdam,2023-09-30,322
817,Groningen,2023-09-30,116
818,Rotterdam,2023-09-30,286
819,Amsterdam,2023-10-01,344
820,Groningen,2023-10-01,141
821,Rotterdam,2023-10-01,314
822,Amsterdam,2023-10-02,314
823,Groningen,2023-10-02,84
824,Rotterdam,2023-10-02,210
825,Amsterdam,2023-10-03,254
826,Groningen,2023-10-03,63
827,Rotterdam,2023-10-03,188
828,Amsterdam,2023-10-04,252
829,Groningen,2023-10-04,94
830,Rotterdam,2023-10-04,209
831,Amsterdam,2023-10-05,309
832,Groningen,2023-10-05,85
833,Rotterdam,2023-10-05,224
834,Amsterdam,2023-10-06,322
835,Groningen,2023-10-06,106
836,Rotterdam,2023-10-06,257
837,Amsterdam,2023-10-07,287
838,Groningen,2023-10-07,105
839,Rotterdam,2023-10-07,282
840,Amsterdam,2023-10-08,355
841,Groningen,2023-10-08,121
842,Rotterdam,2023-10-08,296
843,Amsterdam,2023-10-09,280
844,Groningen,2023-10-09,76
845,Rotterdam,2023-10-09,189
846,Amsterdam,2023-10-10,240
847,Groningen,2023-10-10,81
848,Rotterdam,2023-10-10,177
849,Amsterdam,2023-10-11,274
850,Groningen,2023-10-11,82
851,Rotterdam,2023-10-11,189
852,Amsterdam,2023-10-12,292
853,Groningen,2023-10-12,74
854,Rotterdam,2023-10-12,236
855,Amsterdam,2023-10-13,332
856,Groningen,2023-10-13,122
857,Rotterdam,2023-10-13,304
858,Amsterdam,2023-10-14,330
859,Groningen,2023-10-14,109
860,Rotterdam,2023-10-14,270
861,Amsterdam,2023-10-15,353
862,Groningen,2023-10-15,120
863,Rotterdam,2023-10-15,286
864,Amsterdam,2023-10-16,302
865,Groningen,2023-10-16,74
866,Rotterdam,2023-10-16,210
867,Amsterdam,2023-10-17,261
868,Groningen,2023-10-17,69
869,Rotterdam,2023-10-17,195
870,Amsterdam,2023-10-18,284
871,Groningen,2023-10-18,82
872,Rotterdam,2023-10-18,184
873,Amsterdam,2023-10-19,303
874,Groningen,2023-10-19,88
875,Rotterdam,2023-10-19,222
876,Amsterdam,2023-10-20,449
877,Groningen,2023-10-20,182
878,Rotterdam,2023-10-20,323
879,Amsterdam,2023-10-21,483
880,Groningen,2023-10-21,144
881,Rotterdam,2023-10-21,360
882,Amsterdam,2023-10-22,453
883,Groningen,2023-10-22,135
884,Rotterdam,2023-10-22,303
885,Amsterdam,2023-10-23,395
886,Groningen,2023-10-23,95
887,Rotterdam,2023-10-23,231
888,Amsterdam,2023-10-24,311
889,Groningen,2023-10-24,100
890,Rotterdam,2023-10-24,204
891,Amsterdam,2023-10-25,341
892,Groningen,2023-10-25,83
893,Rotterdam,2023-10-25,269
894,Amsterdam,2023-10-26,342
895,Groningen,2023-10-26,89
896,Rotterdam,2023-10-26,261
897,Amsterdam,2023-10-27,368
898,Groningen,2023-10-27,120
899,Rotterdam,2023-10-27,281
900,Amsterdam,2023-10-28,379
901,Groningen,2023-10-28,138
902,Rotterdam,2023-10-28,345
903,Amsterdam,2023-10-29,412
904,Groningen,2023-10-29,159
905,Rotterdam,2023-10-29,404
906,Amsterdam,2023-10-30,341
907,Groningen,2023-10-30,110
908,Rotterdam,2023-10-30,228
909,Amsterdam,2023-10-31,316
910,Groningen,2023-10-31,67
911,Rotterdam,2023-10-31,217
912,Amsterdam,2023-11-01,292
913,Groningen,2023-11-01,91
914,Rotterdam,2023-11-01,226
915,Amsterdam,2023-11-02,270
916,Groningen,2023-11-02,85
917,Rotterdam,2023-11-02,190
918,Amsterdam,2023-11-03,342
919,Groningen,2023-11-03,100
920,Rotterdam,2023-11-03,266
921,Amsterdam,2023-11-04,374
922,Groningen,2023-11-04,146
923,Rotterdam,2023-11-04,329
924,Amsterdam,2023-11-05,415
925,Groningen,2023-11-05,139
926,Rotterdam,2023-11-05,341
927,Amsterdam,2023-11-06,324
928,Groningen,2023-11-06,109
929,Rotterdam,2023-11-06,203
930,Amsterdam,2023-11-07,253
931,Groningen,2023-11-07,68
932,Rotterdam,2023-11-07,199
933,Amsterdam,2023-11-08,336
934,Groningen,2023-11-08,91
935,Rotterdam,2023-11-08,229
936,Amsterdam,2023-11-09,311
937,Groningen,2023-11-09,94
938,Rotterdam,2023-11-09,250
939,Amsterdam,2023-11-10,371
940,Groningen,2023-11-10,95
941,Rotterdam,2023-11-10,314
942,Amsterdam,2023-11-11,343
943,Groningen,2023-11-11,112
944,Rotterdam,2023-11-11,293
945,Amsterdam,2023-11-12,333
946,Groningen,2023-11-12,137
947,Rotterdam,2023-11-12,316
948,Amsterdam,2023-11-13,310
949,Groningen,2023-11-13,77
950,Rotterdam,2023-11-13,225
951,Amsterdam,2023-11-14,284
952,Groningen,2023-11-14,72
953,Rotterdam,2023-11-14,204
954,Amsterdam,2023-11-15,287
955,Groningen,2023-11-15,90
956,Rotterdam,2023-11-15,194
957,Amsterdam,2023-11-16,282
958,Groningen,2023-11-16,86
959,Rotterdam,2023-11-16,209
960,Amsterdam,2023-11-17,323
961,Groningen,2023-11-17,93
962,Rotterdam,2023-11-17,224
963,Amsterdam,2023-11-18,368
964,Groningen,2023-11-18,118
965,Rotterdam,2023-11-18,297
966,Amsterdam,2023-11-19,328
967,Groningen,2023-11-19,144
968,Rotterdam,2023-11-19,290
969,Amsterdam,2023-11-20,330
970,Groningen,2023-11-20,90
971,Rotterdam,2023-11-20,222
972,Amsterdam,2023-11-21,304
973,Groningen,2023-11-21,83
974,Rotterdam,2023-11-21,232
975,Amsterdam,2023-11-22,246
976,Groningen,2023-11-22,101
977,Rotterdam,2023-11-22,221
978,Amsterdam,2023-11-23,285
979,Groningen,2023-11-23,105
980,Rotterdam,2023-11-23,211
981,Amsterdam,2023-11-24,415
982,Groningen,2023-11-24,143
983,Rotterdam,2023-11-24,352
984,Amsterdam,2023-11-25,393
985,Groningen,2023-11-25,138
986,Rotterdam,2023-11-25,438
987,Amsterdam,2023-11-26,438
988,Groningen,2023-11-26,160
989,Rotterdam,2023-11-26,369
990,Amsterdam,2023-11-27,355
991,Groningen,2023-11-27,113
992,Rotterdam,2023-11-27,255
993,Amsterdam,2023-11-28,285
994,Groningen,2023-11-28,77
995,Rotterdam,2023-11-28,241
996,Amsterdam,2023-11-29,367
997,Groningen,2023-11-29,101
998,Rotterdam,2023-11-29,249
999,Amsterdam,2023-11-30,305
1000,Groningen,2023-11-30,95
1001,Rotterdam,2023-11-30,222
1002,Amsterdam,2023-12-01,343
1003,Groningen,2023-12-01,101
1004,Rotterdam,2023-12-01,301
1005,Amsterdam,2023-12-02,330
1006,Groningen,2023-12-02,132
1007,Rotterdam,2023-12-02,352
1008,Amsterdam,2023-12-03,391
1009,Groningen,2023-12-03,133
1010,Rotterdam,2023-12-03,340
1011,Amsterdam,2023-12-04,305
1012,Groningen,2023-12-04,101
1013,Rotterdam,2023-12-04,235
1014,Amsterdam,2023-12-05,330
1015,Groningen,2023-12-05,110
1016,Rotterdam,2023-12-05,247
1017,Amsterdam,2023-12-06,313
1018,Groningen,2023-12-06,83
1019,Rotterdam,2023-12-06,250
1020,Amsterdam,2023-12-07,298
1021,Groningen,2023-12-07,95
1022,Rotterdam,2023-12-07,257
1023,Amsterdam,2023-12-08,374
1024,Groningen,2023-12-08,105
1025,Rotterdam,2023-12-08,324
1026,Amsterdam,2023-12-09,461
1027,Groningen,2023-12-09,145
1028,Rotterdam,2023-12-09,380
1029,Amsterdam,2023-12-10,469
1030,Groningen,2023-12-10,140
1031,Rotterdam,2023-12-10,388
1032,Amsterdam,2023-12-11,320
1033,Groningen,2023-12-11,82
1034,Rotterdam,2023-12-11,240
1035,Amsterdam,2023-12-12,295
1036,Groningen,2023-12-12,89
1037,Rotterdam,2023-12-12,221
1038,Amsterdam,2023-12-13,290
1039,Groningen,2023-12-13,103
1040,Rotterdam,2023-12-13,214
1041,Amsterdam,2023-12-14,304
1042,Groningen,2023-12-14,93
1043,Rotterdam,2023-12-14,233
1044,Amsterdam,2023-12-15,346
1045,Groningen,2023-12-15,102
1046,Rotterdam,2023-12-15,256
1047,Amsterdam,2023-12-16,346
1048,Groningen,2023-12-16,97
1049,Rotterdam,2023-12-16,306
1050,Amsterdam,2023-12-17,389
1051,Groningen,2023-12-17,121
1052,Rotterdam,2023-12-17,306
1053,Amsterdam,2023-12-18,290
1054,Groningen,2023-12-18,80
1055,Rotterdam,2023-12-18,229
1056,Amsterdam,2023-12-19,277
1057,Groningen,2023-12-19,90
1058,Rotterdam,2023-12-19,233
1059,Amsterdam,2023-12-20,334
1060,Groningen,2023-12-20,130
1061,Rotterdam,2023-12-20,272
1062,Amsterdam,2023-12-21,382
1063,Groningen,2023-12-21,141
1064,Rotterdam,2023-12-21,332
1065,Amsterdam,2023-12-22,446
1066,Groningen,2023-12-22,137
1067,Rotterdam,2023-12-22,325
1068,Amsterdam,2023-12-23,410
1069,Groningen,2023-12-23,119
1070,Rotterdam,2023-12-23,316
1071,Amsterdam,2023-12-24,317
1072,Groningen,2023-12-24,108
1073,Rotterdam,2023-12-24,260
1074,Amsterdam,2023-12-25,267
1075,Groningen,2023-12-25,79
1076,Rotterdam,2023-12-25,238
1077,Amsterdam,2023-12-26,303
1078,Groningen,2023-12-26,92
1079,Rotterdam,2023-12-26,248
1080,Amsterdam,2023-12-27,306
1081,Groningen,2023-12-27,90
1082,Rotterdam,2023-12-27,255
1083,Amsterdam,2023-12-28,327
1084,Groningen,2023-12-28,122
1085,Rotterdam,2023-12-28,236
1086,Amsterdam,2023-12-29,369
1087,Groningen,2023-12-29,96
1088,Rotterdam,2023-12-29,280
1089,Amsterdam,2023-12-30,341
1090,Groningen,2023-12-30,93
1091,Rotterdam,2023-12-30,268
1092,Amsterdam,2023-12-31,262
1093,Groningen,2023-12-31,76
1094,Rotterdam,2023-12-31,208
